session_id,target
1,0.0002485473092830586
2,2.0250346198831145e-07
3,1.4606268450030892e-08
4,1.1797805098756924e-08
5,5.780672258189302e-06
6,0.000101743637466759
7,0.0008864421698173108
8,0.000224563359660489
9,3.089926438336807e-05
10,0.0006399550770240637
11,6.3382621656480715e-06
12,7.66592951726902e-06
13,0.00010914847504062426
14,0.1803574523176142
15,5.0775294237790146e-05
16,0.0006042118828872834
17,0.0003019121008559008
18,6.153331339801532e-06
19,9.379392964793086e-05
20,3.595298185118917e-07
21,0.006530269141017262
22,5.346672230356755e-07
23,1.4894526155031292e-05
24,0.0038636573905817336
25,0.0022641511495600044
26,3.8535605327506604e-08
27,8.340572680341828e-05
28,6.660616020755321e-09
29,0.0075715596331094705
30,0.0002697099711861773
31,0.011586179844267594
32,0.0012898824308354743
33,0.0001282936384653813
34,9.009881817790835e-08
35,0.011843089661765838
36,5.751656365702908e-05
37,1.6923214494471779e-09
38,1.6624859574081606e-07
39,2.7291699164090423e-05
40,3.463004402914543e-06
41,7.136331142295069e-05
42,0.05013976232075709
43,3.648917781695029e-06
44,7.767781288623391e-07
45,0.4675484226085824
46,1.8657917890987695e-05
47,0.0005735331883423201
48,2.2599688469708674e-05
49,5.4633719150596285e-06
50,9.994141431647349e-07
51,8.192033125097482e-09
52,2.0116914013575176e-06
53,0.011377081686078481
54,3.4118262006587535e-05
55,3.812859191093231e-05
56,0.005366752687823503
57,7.828802752400438e-08
58,7.0353447459484925e-06
59,7.46915971404692e-06
60,9.026915576197387e-07
61,2.263462559366882e-06
62,0.0004083745100075924
63,3.869289225901903e-06
64,3.4591142836794734e-05
65,3.3737785779209183e-06
66,1.753736727711444e-06
67,0.00015882867714280945
68,4.68153109705163e-05
69,0.013558519655796367
70,3.558529124010693e-05
71,6.359801587341643e-05
72,3.347983022291887e-05
73,0.031542597897158194
74,8.960692408531673e-07
75,2.3713489233916638e-05
76,0.00011439429662895067
77,0.00025687798424199615
78,0.0013103616795766058
79,3.277405297319404e-06
80,2.5543867014849298e-05
81,1.0818499146942225e-06
82,0.0003381619021868083
83,1.7081557425824832e-08
84,0.8684351803098525
85,3.737028112558498e-06
86,1.2170323190726259e-06
87,0.0021118022774318946
88,5.4374477768869055e-05
