session_id,target
1,1.982287223513864e-05
2,4.1262762222020316e-05
3,3.0365728897033268e-05
4,5.9252673413588924e-05
5,4.997108377217599e-05
6,0.00012190974515825185
7,3.8050165688406364e-05
8,0.00013779052407654564
9,0.00011064689206459901
10,0.002242916410028846
11,0.0019747643346952866
12,0.0001711687904655953
13,0.00010018459323315404
14,0.03436746336966511
15,0.00028371864772078805
16,0.0005751388290244356
17,0.00025610641419577303
18,0.00011408102896218417
19,0.0005703584386769517
20,0.00011800496778215044
21,0.0036131904059096016
22,4.81738121878786e-07
23,0.00014529960913754124
24,0.000331272123997175
25,6.308411211016499e-05
26,0.00023476148542916808
27,0.00028875799345787857
28,5.0486219318432555e-06
29,0.0006787508883170513
30,0.004858470553156114
31,0.03133843286398126
32,0.0924284295192802
33,0.00019391754247069447
34,0.00018590512178013962
35,0.0011881206935868565
36,2.009127974562251e-06
37,1.5255129214631398e-05
38,6.677552043574762e-05
39,0.004730358423349484
40,3.951418925307409e-05
41,0.015730026250773587
42,0.00017027329794378374
43,0.002202313140288036
44,1.2162954582546843e-06
45,0.07318049187622708
46,0.008933720170681498
47,7.242982291362844e-05
48,8.882254323048217e-06
49,0.005769693846989347
50,0.00014301860816906938
51,3.7490980009752947e-06
52,0.00012332128669586474
53,0.0038863599017422
54,1.1298844980215312e-05
55,0.008273289119449332
56,7.631911530659112e-05
57,4.205876236032711e-06
58,3.883703455486102e-06
59,6.701985306013227e-05
60,9.6924326928552e-07
61,0.0002244282197963686
62,0.0008597024426240711
63,1.2684273637260592e-05
64,0.010354163784792569
65,0.00019829538882705082
66,0.00010535580025634544
67,0.0006012261586175672
68,0.006126574776462386
69,0.0001505962344406688
70,9.30325831675457e-05
71,0.011345276124853193
72,0.00022368707256903905
73,0.004453147716194818
74,3.9954449069091995e-05
75,5.5549140647228665e-05
76,1.999293725624872e-05
77,0.00011372593340367228
78,0.0008948362603274869
79,3.3248468629575787e-06
80,3.8977581177138414e-05
81,1.1182611703397644e-05
82,5.8652568282909825e-05
83,5.784873887038942e-05
84,0.25013807695290985
85,0.0022753506264206564
86,0.00013081138244302673
87,0.001454989534669928
88,0.00010622523650566739
89,5.217345688388148e-05
90,0.09938305145897973
91,7.778098174135903e-05
92,3.380389801353235e-05
93,0.0601572063241044
94,1.1576335930135999e-05
95,4.491439951030386e-05
96,4.5853464412650985e-05
97,0.013359421688368478
98,6.0238353728160764e-05
99,7.303333421985552e-06
100,0.002988852005503684
101,1.423017562613933e-05
102,0.0002678152742172402
103,2.530076487923905e-05
104,0.0010130010454730397
105,6.381463616009118e-05
106,0.00013220708116796077
107,6.899283098804693e-05
108,0.002234537874879239
109,0.00017507599553797634
110,3.776361802347221e-06
111,0.00026084014976973484
112,3.044918914166541e-06
113,0.0004561467225722187
114,8.247533943756243e-05
115,6.1381332090368944e-06
116,1.0430979426596932e-06
117,0.0008776482218548619
118,1.571628438731319e-05
119,4.730750463234129e-06
120,0.0003805648630485325
121,4.6140160261694705e-05
122,0.00010471818333131082
123,1.2771075763014464e-05
124,0.0025093140721961222
125,0.010187641154598852
126,5.337540456577058e-05
127,1.1162933453621158e-05
128,0.00015882710196379646
129,3.197039669865936e-05
130,0.001296668534395304
131,0.0008495798956539008
132,0.00015968228407331093
133,0.008051906971837644
134,0.0020236805029038504
135,0.00014227647855408041
136,0.00023689438705845378
137,4.7894628402756215e-06
138,0.00023911197007459877
139,0.00012713669039000162
140,0.00014041242102316625
141,3.6919729634311096e-05
142,0.00014529598161747514
143,0.0004045798289998491
144,8.785592148790527e-05
145,6.385496825617245e-05
146,0.0021920891674841883
147,1.5515627338194718e-05
148,0.016893411806643367
149,0.00020748384257285264
150,0.03502655344572502
151,5.181727020454065e-05
152,0.04347244909244613
153,0.00021727977787200533
154,0.0007304630766896766
155,0.004056492850170179
156,9.817319183827368e-05
157,0.00022899622399664805
158,0.007458221252021486
159,0.00012774762644054936
160,0.0001131974309522245
161,0.01740866889755191
162,0.00010607711451740425
163,0.0008953059997389714
164,1.2599432676520984e-05
165,5.271917523523033e-06
166,0.0002079820564846787
167,0.013671329514088218
168,0.0002117709000402071
169,0.00013494369207157867
170,0.0002174565154376735
171,1.647100809587777e-05
172,0.0015852807847209977
173,0.007056786576405209
174,8.967589022750268e-06
175,0.3329817040939878
176,0.013701535888389878
177,0.0011814873281441993
178,0.002449367157759886
179,5.887337609602062e-05
180,0.0004993461304764177
181,2.812959269731074e-05
182,0.00017598458572116923
183,9.069739933517357e-05
184,5.8830031196245054e-05
185,0.0021174218400956428
186,0.00029379412133499473
187,1.6790786397307323e-05
188,5.8855462963309777e-05
189,0.0005130483208844423
190,0.015529115904354953
191,5.553845030047395e-05
192,0.00023327297426503247
193,0.01881910652551607
194,0.0006252068675228752
195,0.00011616456072030112
196,2.5011604509458505e-06
197,0.0035180866131067864
198,0.0002510409975596794
199,0.00044697749288464297
200,0.00012933451711098505
201,0.00010399313533104037
202,0.0021437461003290894
203,6.806913750658044e-05
204,0.0004483896642809014
205,0.00034330057548544304
206,3.1154698588078397e-06
207,8.988988455221992e-05
208,0.0021778530967196744
209,5.969488116258887e-06
210,0.0006960817838494995
211,0.0013651514665333241
212,0.00021092601033141596
213,4.443856571031708e-05
214,0.005800638406238591
215,0.0027905685282787456
216,0.0002139062088053111
217,0.022351675086438007
218,0.005634105501585473
219,4.0090447080086674e-05
220,1.220902221120805e-05
221,0.0001443788600375108
222,0.00015037951368254227
223,0.10092763003857069
224,0.003092965250718375
225,0.003960787753902162
226,0.017538614446541246
227,0.03098227589438278
228,5.021410670728297e-05
229,6.974115747327609e-05
230,0.003061748039364937
231,2.955201320619283e-05
232,1.5436181225933344e-05
233,7.958483029962967e-05
234,0.0005554252600289757
235,0.0004172423631106386
236,0.0008420824657111282
237,0.00020891381388418406
238,2.327351911714924e-05
239,0.004910676934962049
240,1.1998883520101782e-05
241,0.0025011356732863033
242,2.3515683762591287e-05
243,8.333686033199796e-07
244,3.0695488586887606e-05
245,2.1033895913043513e-06
246,7.734538972105499e-05
247,0.0025731265006069953
248,0.0042724581781630215
249,1.9300914166852985e-06
250,0.00013980718841582985
251,0.0044944827324778286
252,0.0002575048299694734
253,1.2045420068439801e-05
254,7.168352172373383e-05
255,8.885710669094549e-05
256,1.0610089364745675e-07
257,0.00029566906328865197
258,0.001457889901988005
259,0.000772510304751671
260,5.286752921310939e-05
261,0.00014852766918418148
262,0.002757892337644938
263,0.0001099901261113948
264,0.007558698104095777
265,0.0001714677608254749
266,6.677865969983212e-06
267,1.5063467047233476e-05
268,0.0027938458372412395
269,0.0008276048652928233
270,0.0010902018228980677
271,0.0001836538546741014
272,1.0011852019865943e-05
273,9.20851016767038e-06
274,0.00777242528099316
275,0.024179480901968486
276,0.0001590848435513537
277,0.00014112819692860775
278,2.4618849865039654e-05
279,7.599008294981907e-05
280,3.962804306455681e-06
281,0.0008542761690121776
282,0.00014042172463363665
283,0.009528085255848686
284,0.0001089775175145071
285,0.0002299125452250136
286,1.119707380438267e-06
287,0.0005597559302390416
288,5.208610212765805e-06
289,0.004687295347119059
290,5.8785076144680636e-05
